#PathwayID	Number
PWY-7811	1.1.1.M31
PWY-8200	1.3.1.22
2OXOBUTYRATECAT-PWY	1.2.7.7
PWY-5104	1.2.7.7
PWY-7490	2.3.1.165
PWY-6857	3.1.1.3
PWYG-321	4.2.1.M1
PWY-7716	6.2.1.30
PWY-1341	6.2.1.30
PWY0-321	6.2.1.30
PWY-6318	6.2.1.30
PWY-7251	5.4.99.49
PWY-7858	1.3.3.6
PWY18C3-21	2.4.1
PWY18C3-25	2.4.1
PWY-7979	2.4.1.109
PWY-7921	2.4.1.109
PWY-7922	2.4.1.109
RIBOKIN-PWY	2.7.1.15
PWYG-321	1.1.1.M9
PWY-8152	1.3.1
PWY-6944	1.3.1
PWY-5707	5.3.99.M1
PWY-7199	2.7.1.145
PWY-7199	2.7.1.21
PWY-6944	1.13.11.25
PWY-7312	1.1.1.266
PWY-7711	1.14.14
PWY-6806	1.13.11.84
PWY-6650	1.2.1.94
PWY-6575	1.2.1.94
PWYG-321	1.3.1.118
PWY-8173	1.3.1.9
PWY66-378	1.3.1.22
PWY-7888	2.8.1
PWY-7649	1.14.11
PWY-7289	3.13.1.6
PWY-7033	6.2.1.3
PWY-6803	6.2.1.3
PWY-5885	6.2.1.3
PWY-6873	6.2.1.3
PWY-5143	6.2.1.3
P2-PWY	2.7.7.61
PWYG-321	1.1.1.M9
PWY-8173	1.3.1.10
PWY-6199	2.8.2.25
PWY-6409	2.6.1
PWY-6339	5.3.2.8
GALLATE-DEGRADATION-I-PWY	5.3.2.8
GALLATE-DEGRADATION-II-PWY	5.3.2.8
METHYLGALLATE-DEGRADATION-PWY	5.3.2.8
P184-PWY	5.3.2.8
PWY-7472	5.1.2.M1
PWYG-321	1.1.1.M9
PWY-7812	1.3.98.4
PWY-8174	1.3.1.9
PWY-1187	1.14.13.237
PWY-5927	1.1.1.296
PWY-2161	6.3.2.17
PWY-6139	3.2.1.183
PWY-6138	3.2.1.183
DETOX1-PWY-1	1.11.1.6
DETOX1-PWY-1	1.11.1.21
DETOX1-PWY	1.11.1.6
DETOX1-PWY	1.11.1.21
PWY-5506	1.11.1.6
PWY-5506	1.11.1.21
PWY-7493	1.14.14
PWY-7352	4.2.1
PWY-7354	4.2.1
PWY-8174	1.3.1.10
PWY-5927	1.14.13.105
PWY-7983	3.3.2
PWY-1741	2.3.1.72
PWY-7769	2.3.1.183
PWY-6322	2.3.1.183
PWY-8041	2.3.1.199
PWY-6061	6.2.1.7
PWY-8175	2.3.1.179
PWY3O-246	1.1.1.4
PWY-5951	1.1.1.4
PWY-7770	1.1.1.397
PWY-8007	5.1.1.24
PWY-5807	2.5.1.30
PWY-5679	1.14.11.21
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-7713	2.3.1
PWY-8175	3.1.2.14
PWY-5404	1.14.17
PWY66-387	6.2.1.3
PWY-82	2.7.1.46
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-7100	2.4.1
PWY-7626	1.1.1.385
PWY-7128	3.5.1.107
PWY-8085	3.5.1.107
PWY-6993	3.5.1.107
PWY-722	3.5.1.107
PWY-5033	3.5.1.107
P164-PWY	3.5.1.10
PWY-2201	3.5.1.10
PWY-7909	3.5.1.10
PWY-5497	3.5.1.10
PWY-6385	2.4.1
PWY-7857	2.3.1.156
CO2FORM-PWY	2.1.1.246
PWY-7325	2.1.1
PWY-822	2.4.1
PWY-1422	2.5.1.115
PWY-5366	1.14.19.2
PWY-8012	2.3.1.M63
PWY-7656	1.3.8.9
PWY-6711	2.6.1.97
PWY-8042	2.3.1.298
PWY-7854	1.3.1.85
PWY-5741	1.3.1.85
PWY1A0-6120	2.3.1.179
PWY1A0-6120	2.3.1.41
PWY-5971	2.3.1.179
PWY-5971	2.3.1.41
PWY-7664	1.3.1.9
PWY-8103	1.3.1.M26
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	1.14.14.9
PWY-7431	1.14.14.9
P162-PWY	1.1.1.35
CENTFERM-PWY	1.1.1.35
PWY-6583	1.1.1.35
PWY0-1337	1.1.1.35
PWY-6863	1.1.1.35
PWY-5789	1.1.1.35
PWY-7401	1.1.1.35
PWY-7779	1.1.1.35
PWY-7778	1.1.1.35
PWY-5177	1.1.1.35
PWY-7216	1.1.1.35
PWY-6883	1.1.1.35
PWY-5366	3.1.2.14
PWY-6282	3.1.2.14
PWY-8035	6.2.1.al
PWY-7653	1.3.1
PWY-7919	3.2.1.113
PWYG-321	4.2.1.59
PWY-5989	4.2.1.59
PWY-8038	2.3.1
PWY-7595	1.14.19.36
PWY-102	1.14.11
PWY3O-1801	1.14.19.1
PWY-5987	1.14.19.1
P105-PWY	4.2.1.2
PWY-6969	4.2.1.2
PWY-7254	4.2.1.2
PWY-5913	4.2.1.2
PWY-8086	4.2.1.2
P108-PWY	4.2.1.2
PWY66-398	4.2.1.2
PWY-6728	4.2.1.2
PWY-561	4.2.1.2
PWY-5690	4.2.1.2
TCA	4.2.1.2
PWY-7384	4.2.1.2
PWY-5392	4.2.1.2
P42-PWY	4.2.1.2
P23-PWY	4.2.1.2
FERMENTATION-PWY	4.2.1.2
REDCITCYC	4.2.1.2
PWY-6467	2.4.99.15
PWY0-1338	2.6.1.92
PWY0-1338	2.6.1.87
PWY-8040	2.3.1.M78
PWY-7692	2.3.1
PWY-7510	4.2.1
PWY-7817	2.3.1.M32
PWY-1723	1.5.1
PWY-5936	2.4.1
PYRUVDEHYD-PWY	2.3.1.12
PWY-8047	4.2.1.M29
PWY-8155	1.1.1
PWY-7696	2.3.1
PWY-6336	1.13.11
PWY-6713	1.2.1
PWY-6823	2.7.7.80
PWY-7035	4.2.1.134
P3-PWY	2.7.2.15
P3-PWY	2.7.2.1
P163-PWY	2.7.2.15
P163-PWY	2.7.2.1
P164-PWY	2.7.2.15
P164-PWY	2.7.2.1
PWY-8086	2.7.2.15
PWY-8086	2.7.2.1
PWY0-1312	2.7.2.15
PWY0-1312	2.7.2.1
PWY-8015	2.7.2.15
PWY-8015	2.7.2.1
PWY0-1477	2.7.2.15
PWY0-1477	2.7.2.1
METH-ACETATE-PWY	2.7.2.15
METH-ACETATE-PWY	2.7.2.1
P124-PWY	2.7.2.15
P124-PWY	2.7.2.1
PWY-5497	2.7.2.15
PWY-5497	2.7.2.1
PWY4LZ-257	2.7.2.15
PWY4LZ-257	2.7.2.1
FERMENTATION-PWY	2.7.2.15
FERMENTATION-PWY	2.7.2.1
PWY-5485	2.7.2.15
PWY-5485	2.7.2.1
P161-PWY	2.7.2.15
P161-PWY	2.7.2.1
PWY-5482	2.7.2.15
PWY-5482	2.7.2.1
PWY-7775	1.14.13.227
PWY-7774	1.14.13.227
PWY-8049	2.3.1.39
PWY-6471	2.4.1.227
PWY-5265	2.4.1.227
PWY-8098	6.5.1.9
PWY-6603	1.14.19.38
PWY-8073	2.3.1.191
PWY-8012	1.1.1.M51
PWY-7733	1.14.13
PWY-7734	1.14.13
P3-PWY	2.3.1.8
P163-PWY	2.3.1.8
PWY-8086	2.3.1.8
PWY0-1312	2.3.1.8
PWY0-1477	2.3.1.8
METH-ACETATE-PWY	2.3.1.8
P122-PWY	2.3.1.8
PWY-5497	2.3.1.8
PWY4LZ-257	2.3.1.8
PWY-6637	2.3.1.8
FERMENTATION-PWY	2.3.1.8
PWY-1281	2.3.1.8
PWY-5485	2.3.1.8
P161-PWY	2.3.1.8
PWY-5482	2.3.1.8
PWY66-395	1.13.11.34
PWYG-321	2.3.1.294
PWY-7656	2.3.1
PWY-1901	1.21.3.6
PWY-7560	1.17.7.1
PWY-7769	3.1.2
PWY-7112	3.4.19.13
PWY-7599	1.14.20
PWY-6841	2.3.2
PWY-6949	1.14.14.153
PWY-7011	1.13.11.M5
PWYG-321	1.1
PWY-7831	2.4.1.152
PWY-7833	2.4.1.152
PWY-8108	2.1.1.hg
PWY-8107	2.1.1.hg
PWY-7859	2.4.1
TRPSYN-PWY	4.1.2.8
PWY-6949	4.1.2.8
PWYG-321	1.3.1.118
PWY-7818	2.7.1.32
PWY-7886	2.7.1.32
PWY-7782	2.7.1.32
PWY3O-450	2.7.1.32
PWY-7819	2.4.1
PWY1F-FLAVSYN	2.3.1.170
PWY-5954	1.1.1.352
PWY-1741	2.4.1.156
PWY-7416	2.3.1.23
PWYG-321	4.2.1.M1
PWY-8158	4.1.1
PWY-6733	1.14.14.130
PWY-7800	2.3.1.255
PWY-6168	3.5.4.26
PWY-6167	3.5.4.26
PWY-5756	2.4.1
PWYG-321	5.3.3.14
PWY-7724	1.14.19
PWY-6626	1.1.1
PWY-7043	1.1.1
PWY-8016	4.2.1.175
PWY-7974	1.16.1.8
PWY-7981	2.4.2.61
PWYG-321	4.2.1.M1
PWY-7659	1.14.13
PWY-7114	3.2.1.149
PWY-7602	1.14.19.4
PWY-7094	2.3.1.207
PWY-6842	4.4.1.13
PWY-7016	3.5.1.113
PWY-6557	2.4.1.134
PWY-6613	2.1.2.2
PWY-6121	2.1.2.2
PWYG-321	6.2.1
PWY-6478	3.1.3.83
PWY-8174	2.3.1.dr
PWY-8121	3.1.3.68
PWY0-1585	7.1.1.8
PWY-5968	2.4.1.177
PWY8J2-20	1.14.15.13
PWY-2083	4.2.1.105
PWY-5960	2.1.1.109
PWY-7444	2.4.1.190
PWY-6930	2.4.1.35
PWYG-321	2.3.1.86
PWY-7419	1.14.11
PWY-8173	4.2.1.59
PWY-6342	2.1.1.6
PWY-7904	2.8.1.M4
PWY-7821	3.6.1.M1
PWY-6185	2.3.1.174
FASYN-ELONG-PWY	4.2.1.59
PWY-7779	1.1.1.400
PWY-7778	1.1.1.400
PWY-7076	2.1.1
PWYG-321	4.2.1.M2
PWY-63	5.1.3.5
PWY-7656	1.14.19.24
PWY-8173	1.3.1.10
PWY-6533	6.3.1.18
PWY-8106	4.3.99.M4
PWY-6627	2.6.1
PWY-6585	3.1.2
PWY-7729	2.1.1.M9
PWY-8096	2.1.1.M9
PWY-8095	2.1.1.M9
PWYG-321	2.3.1.294
PWY-8174	1.1.1.100
PWY-3022	2.4.1.63
PWY-7661	2.4.1.83
PWY-5195	4.2.3.24
PWY-5666	1.1.1
PWY-7605	6.3.2
PWY-4421	2.4.1
PWYG-321	2.3.1.86
PWY3O-355	2.3.1.86
PWY-5410	1.13.11.12
PWY-735	1.13.11.12
PWY-8175	4.2.1.59
PWY-5829	1.1.1.183
PWY-6491	1.1.1.372
PWY0-43	4.1.1.M5
PWY-5966-1	2.3.1.85
PWY-5966-1	2.3.1.86
PWY-8175	1.3.1.9
PWY-5975	1.3.1.105
PWY-7563	2.3.1
PWY-6944	3.7.1.17
PWY-7422	1.14.15.33
P221-PWY	1.14.15.3
PWY-5994	2.3.1.86
PWY-5994	2.3.1.85
PWY-7841	2.4.1.275
PWY-5994	2.3.1
PWY-6191	5.5.1.7
PWY-81	2.3.1.M17
ECASYN-PWY	2.4.1.180
LYSINE-DEG1-PWY	1.2.1.31
PWY-7301	2.1.1
PWY-5725	4.2.3.46
PWY-6644	2.4.2.1
PWY3DJ-11470	1.3.1.8
PWY-7987	2.3.1
PWY-7626	6.3.2.49
PWY-7733	3.5.1.9
PWY-7734	3.5.1.9
PWY6666-2	2.8.2.1
PWY-7665	6.3.2
PWY-5198	2.7.7.105
PWY-5248	2.1.1.249
PWY18C3-11	2.3.1
PWY-8012	2.3.1.M60
PWY-699	1.14.14
PWY-6012-1	2.7.8.7
PWY-6012	2.7.8.7
PWY-2221	3.1.1.17
GLUCOSE1PMETAB-PWY	3.1.1.17
DHGLUCONATE-PYR-CAT-PWY	3.1.1.17
NPGLUCAT-PWY	3.1.1.17
PWY-7165	3.1.1.17
PWY-5530	3.1.1.17
PWY-7606	2.3.1.16
PWY-8188	1.3.1.95
PWY-5494	1.3.1.95
PWY-7195	3.2.2.3
PWY-8012	6.3.2.M13
CRNFORCAT-PWY	3.5.2.10
PWY-6654	2.1.2.11
PWY-1361	2.3.1.174
PWY0-321	2.3.1.174
PWY-2361	2.3.1.174
PWY-5979	4.2.1.M26
PWY1A0-6120	2.3.1.179
PWY1A0-6120	2.3.1.41
PWY-5971	2.3.1.179
PWY-5971	2.3.1.41
PWY-6944	1.2.1.87
PWY-7013	1.2.1.87
PWY-8001	3.5.99.10
PWY-4061	3.5.99.10
PWY-702	3.5.99.10
PWY0-1535	3.5.99.10
TRYPDEG-PWY	3.5.99.10
PWY-5497	3.5.99.10
LCYSDEG-PWY	3.5.99.10
PWY-3661	3.5.99.10
SERDEG-PWY	3.5.99.10
PWY-7663	4.2.1.59
PWY-8020	3.1.1.110
PWY-7294	3.1.1.110
PWY-7807	2.4.2.7
PWY-7805	2.4.2.7
P121-PWY	2.4.2.7
PWY-6610	2.4.2.7
PWY-6605	2.4.2.7
PWY-5367	4.2.1
PWY-7780	1.14.13.230
PWY-5704	3.5.1.5
PWY-7671	6.2.1
PWY-7514	1.2.3.13
PWY-5151	1.2.3.13
PWY-6113	2.3.1.86
PWYG-321	2.3.1.86
PWY66-430	2.3.1.41
PWY-8038	2.3.1
PWY-7894	1.14.11.4
PWY-7683	1.7.2
PWY-5794	2.3.1
PWY0-321	3.3.2.12
PWY18C3-20	2.4.1
PWY-6421	1.20.4.3
PWY-7130	1.1.1
PWY-4681	2.5.1
PWY-7920	2.4.1.65
PWY-8047	2.3.1
PWY-6433	2.3.1.199
PWY-7702	2.3.1
PWY-6519	4.2.1.59
CYCLOHEXANOL-OXIDATION-PWY	1.14.13.22
PWY-8087	3.5.2.20
PWY-181	1.13.11
PWY-6657	2.4.1
PWY-8172	2.1.1
PWY-7220	1.17.4.1
PWY-6369	2.7.4.21
PWY-8075	2.3.1
PWY-7826	1.14.19.50
PWY-7735	6.3.2
PWY-7428	4.2.1
DENITRIFICATION-PWY	1.7.2.4
PWY-6748	1.7.2.4
PWY-7084	1.7.2.4
PWY-5784	3.5.1
PWYG-321	1.3.1.118
PWY-3821	2.7.7.64
PWY-3821	2.7.7.10
PWY-6527	2.7.7.64
PWY-6527	2.7.7.10
PWY-6036	1.14.14.M45
PWY-8116	1.14.13.M79
PWY-7742	2.3.1.292
PWY-6291	4.2.3.73
PWY-6200	1.14.14
PWYG-321	1.1
PWY-6728	6.4.1.3
PWY-5743	6.4.1.3
PWY-5789	6.4.1.3
PWY-7384	6.4.1.3
PROPIONMET-PWY	6.4.1.3
PWY-102	1.14.20
PWY-8109	2.1.1.M72
PWY-7988	6.3.2
METH-ACETATE-PWY	2.1.1.245
PWY-5270	1.14.11.31
PWY-7946	2.5.1.149
PWY18HP-2	2.5.1.149
PWY-7784	2.1.1.258
PWY-7135	2.1.1
PWY-6987	2.3.1.204
PWY-6550	5.3.2.M1
FLUORENE-DEG-9-ONE-PWY	5.3.2.M1
PWY-7924	1.13.11.85
PWY-7790	3.5.1.38
PWY-7790	3.5.1.2
GLUTSYN-PWY	3.5.1.38
GLUTSYN-PWY	3.5.1.2
PWY490-4	3.5.1.38
PWY490-4	3.5.1.2
PWY-5921	3.5.1.38
PWY-5921	3.5.1.2
CITRULBIO-PWY	3.5.1.38
CITRULBIO-PWY	3.5.1.2
GLUTAMINDEG-PWY	3.5.1.38
GLUTAMINDEG-PWY	3.5.1.2
PWYG-321	4.2.1.M1
PWY-7873	4.1.1.104
PWY-7872	4.1.1.104
PWY-7800	2.3.1.255
PWY-2541	1.14.19.20
PWY-6733	3.1.2.2
PWY490-3	1.7.7.2
PWY-7414	2.1.1.235
PWYG-321	4.2.1.M1
PWY-8141	6.2.1.47
PWY-7817	6.2.1.54
PWY-8040	6.2.1.54
PWY-7818	6.2.1.54
PWY-7815	6.2.1.54
PWY-7816	6.2.1.54
TEICHOICACID-PWY	6.2.1.54
PWY-8052	3.1.1.ae
PWY-8040	5.1.1.1
PWY-8072	5.1.1.1
PWY-7383	5.1.1.1
ALADEG-PWY	5.1.1.1
PWY-7043	1.1.1
PWY-5795	1.14.99
SALVPURINE2-PWY	2.4.2.22
PWYG-321	2.1.1
CENTBENZCOA-PWY	1.3.7.8
P321-PWY	1.3.7.8
PWY-81	4.1.99.11
PWY-6216	1.14.12
PWY-6657	2.3.1.dq
PWY-7097	2.1.1.341
PWY0-662	2.7.6.1
PWY-7426	2.4.1.144
PWY-7741	2.1.1.M12
PWYG-321	4.2.1.M1
PWYQT-4474	1.14.14.42
PWY-8173	1.1.1.100
PWY-5292	1.14.14.50
PWY-7138	1.1.1.415
PWYG-321	2.3.1.86
PWY-8173	1.1.1.100
GLUTSYN-PWY	1.4.1.4
PWY-5675	1.4.1.4
PWY490-3	1.4.1.4
GLUTSYNIII-PWY	1.4.1.4
PWY-5707	4.1.99
PWY-5296	2.8.5.2
PWY-7885	2.3.1.265
PWY-7382	2.3.1
PWY-7036	1.1.1.330
FASYN-ELONG-PWY	2.3.1.179
FASYN-ELONG-PWY	2.3.1.41
PWY18C3-1	5.3.3.5
PWYG-321	1.3.1.118
PWY-6005	5.4.99.53
PWY-8174	1.3.1.9
PWY-4161	2.1.1
PWY-7920	2.4.1.143
PWY-6377	1.14.14.94
PWYG-321	1.1
PWY-7822	3.2.1.200
PWY-6855	3.2.1.200
PWY-601	1.14.14
PWY-5054	1.1.1.200
PWYG-321	2.3.1.294
PWY-8174	1.3.1.10
PWY-5818	2.7.1.214
PWY-7533	6.3.2
PWY-2	1.4.3.10
PWY-7743	2.4.1.M3
PWY-8175	2.3.1.179
PWYQT-4475	2.4.1.195
PWY-7674	2.6.1.109
PWY-7555	2.3.1
PWY-5035	1.14.11
PWYG-321	4.2.1.59
PWY-5971	4.2.1.59
PWY-7150	2.1.1
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-5024	3.5.3.7
PWY-3881	1.1.1.224
PWY-8175	1.1.1.100
PWY-5903	2.3.1
PWY-5975	2.3.1
PWY-7565	2.3.1
PWY-7892	2.1.1.61
PWY0-1264	6.3.4.15
PWY-7037	2.4.1
PWY-7541	1.2.1.87
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-7398	4.3.1.23
PWY-7398	4.3.1.25
PWY-7397	4.3.1.23
PWY-7397	4.3.1.25
PWYG-321	2.3.1.86
PWY-6978	2.5.1.39
PWY-5856	2.5.1.39
PWY-5871	2.5.1.39
PWY-8061	3.6.1.58
PWY-8181	1.3.8.8
PWY-361	1.1.1.195
PWY-8051	3.1.4.46
PWY-5697	3.5.3.4
PWY-5830	1.1.1.M47
PWY-8185	1.2.7.7
PWY-6824	1.23.1.2
PWY-5466	1.23.1.2
PWY-882	1.3.2.3
PWY-8143	1.3.2.3
PWY-6233	6.3.2.z
PWY-6220	6.3.2.z
PWY-8024	1.1.3
PWY-5250	2.1.1.247
PWY-762	1.14.19.35
PWY-8012	4.2.1.M23
PWYQT-4450	2.6.1
PWYG-321	2.3.1
PWY-5036	1.14.20
PWY-7616	1.1.1.244
PWY-6510	1.1.1.244
PWY-7661	2.4.99.21
PWY0-1280	1.2.1.21
DARABCATK12-PWY	1.2.1.21
PWY-6401	1.11.2
P303-PWY	1.7.2.1
PWY-6523	1.7.2.1
PWY-6748	1.7.2.1
PWY-7084	1.7.2.1
PWY-7542	1.14.14
PWY-2761	1.1.1.348
PWY66-430	1.3.1.39
PWY66-430	1.3.1.10
PWY-6914	2.5.1.71
PWY-7665	6.3.2
PWY-1121	2.1.1.68
PWY-7498	2.1.1.68
PWY-7186	2.1.1.68
PWY-2181	2.1.1.68
P601-PWY	1.14.15.1
PWY-8056	1.13.11.31
PWY-5973	1.1.1.100
PWY0-1301	3.2.1.22
PWY-7782	2.7.8.2
PWY-7671	6.2.1
PWY-6113	2.3.1.86
PWYG-321	2.3.1.86
PWY-7338	4.2.1.119
PWY-7337	4.2.1.119
PWY-8118	1.3.3.16
PWY66-430	2.3.1.41
PWY-5470	1.3.3.8
PWY-6244	4.2.3.53
PWY-8039	6.2.1.al
PWY-6064	2.1.1.76
PWY-7161	2.1.1.76
PWY-6060	6.2.1.35
PWY-7745	2.4.1.M4
PWY-8045	6.2.1
PWY-7693	6.2.1
PWYQT-4477	2.5.1.18
PWY-7236	1.14.19.70
PWY-7693	1.1.1
PWY-7694	1.1.1
PWY-5305	2.1.1
PWY1G-1	3.5.1.115
PWY-7858	2.3.1.179
PWY-7858	2.3.1.41
PWY0-862	2.3.1.179
PWY0-862	2.3.1.41
PWY-7151	2.4.1
PWY-7900	2.4.1.347
PWY-881	2.4.1.347
PWY-8047	2.3.1
VALDEG-PWY	4.2.1.17
PWY-6519	1.1.1.100
PWY-5386-1	3.1.2.6
PWY-5386	3.1.2.6
PWY-6801	2.3.1.84
PWY-8049	4.1.1.M15
PWY-2821	2.8.2.24
PWY-6987	2.8.1.8
PWY0-501	2.8.1.8
PWY0-1275	2.8.1.8
PWY-6051	2.4.1
PWY-7210	3.5.4.12
PWY-361	1.2.1.44
PWY-6027	1.2.1.44
PWYG-321	1.3.1.118
PWY-6036	1.14.14.M45
PWY-2	1.2.1.19
PWY-3	1.2.1.19
PUTDEG-PWY	1.2.1.19
PWY-7837	2.4.1.38
PWY-7434	2.4.1.38
PWY-7742	3.1.2.M1
PWY-7788	2.7.1.210
PWY-7786	2.7.1.210
PWYG-321	1.3.1.118
PWY-6773	2.4.1.34
PWY-7339	4.2.1.119
PWY-5474	2.3.1.110
PWY-7592	1.3.1.93
PWY-5353	1.3.1.93
PWY-8191	1.14.19.20
PWY66-4	1.14.19.20
PWY-981	1.14.14
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4.1.1.44
PWYG-321	4.2.1.M2
PWY-7682	1.14.14
PWY-5320	2.4.1
PWY-6989	1.14.15.1
PWY-7155	1.14.19.20
PWY-5055	1.17.1.5
PWY-6622	6.2.1.20
PWY-7938	1.3.99.39
PWY-6842	2.5.1.18
PWY-4061	2.5.1.18
PWY-7626	1.3.1.aa
PWY-7886	2.7.1.M15
PWYG-321	2.1.1
PWY-7045	2.1.1
PWY1A0-6120	2.1.1
PWY-7547	2.1.1
PWY-2881	2.4.1
PWY-7042	1.1.1
PWY-5973	2.3.1.179
PWY-7199	2.7.1.74
PWY-6397	2.4.1.288
PWYG-321	1.3.1.118
PWY-6554	2.7.1.159
PWY-6362	2.7.1.159
PWY-6366	2.7.1.159
PWY-6365	2.7.1.159
GLYCOCAT-PWY	2.4.1.25
PWY-7446	1.1.1.373
PWY0-1337	1.1.1.35
PWY-5846	1.14.13
PWY-6221	1.14.12.13
PWY-6029	1.17.1.3
PWYG-321	4.2.1.M2
PWY-8173	2.3.1.179
PWY-7882	2.3.1.277
PWY-7881	2.3.1.277
PWY-5488	1.14.13.29
PWY-7250	3.6.4
P181-PWY	1.5.99.14
PWY-7747	1.14.12.18
PWYG-321	4.2.1.M2
PWY-8173	2.3.1.179
PWY-5343	2.4.1
PWY-7158	1.5.1.34
PWY-7382	2.8.1.8
METH-ACETATE-PWY	2.1.1
PWY-5209	2.1.1
PWY-6618	2.7.1.73
PWYG-321	1.1.1.M9
PWY-7895	1.14.13
PWY-8174	1.1.1.100
PWY-7931	6.2.1.53
PWY-8197	2.4.1.en
PWY-8196	2.4.1.en
PWYG-321	2.3.1
PWY-7831	2.4.1.152
PWY-8174	4.2.1.59
PWY-7374	3.2.2.26
PWY-6689	2.7.1.160
PWY66-392	1.13.11.33
PWY-7533	4.3.2
PWY-5855	2.1.1.64
PWY-5873	2.1.1.64
PWY0-42	4.2.1.79
PWY-5168	1.2.1.68
PWY-7352	2.4.1
PWY-8175	1.3.1.9
PWY-8122	2.4.1.M64
P164-PWY	1.17.99.M4
PWY-6692	7.1.1.8
PWY-3581	4.1.1.80
PWY3O-4108	4.1.1.80
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
P241-PWY	4.2.1.114
PWY-8175	1.3.1.10
PWY-5194	4.99.1.4
PWY-6024	2.4.1
PWY-7210	1.17.4.1
PWY-7198	1.17.4.1
PWY-7184	1.17.4.1
PWY-6545	1.17.4.1
PWY0-166	1.17.4.1
PWY-782	1.14.19.35
PWY-6511	2.1.1.243
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-7160	2.1.1
PWY-2083	1.14.20.5
PWY-5060	1.14.20.5
PWY-6787	1.14.20.5
PWYG-321	2.3.1.86
PWY-6906	2.7.1.59
PWY-6517	2.7.1.59
PWY18HP-2	2.4.1.M35
PWY-7984	2.3.1
HCAMHPDEG-PWY	1.14.12.19
PWY-7603	2.5.1
PWY-7897	4.2.1.M14
PWY-7055	2.1.1
PWY-7558	1.14.14
P164-PWY	1.21.4.2
PWY-8015	1.21.4.2
PWY-2981	4.2.3.33
GLYCINE-SYN2-PWY	2.1.2.10
GLYCLEAV-PWY	2.1.2.10
NAGLIPASYN-PWY	2.3.1.129
PWY-5259	2.1.1.251
PWY-7452	2.3.1.171
PWY-7797	6.3.2
PWY-8012	1.14.13.M68
PWY-5859	1.1.1.318
PWY4FS-2	2.1.1.103
PWY4FS-3	2.1.1.103
PWY4FS-4	2.1.1.103
PWY-3385	2.1.1.103
PWY-6815	3.2.1.159
PWY-7352	5.5.1.23
PWY-7354	5.5.1.23
PWY-5458	1.1.2.3
PWY-6286	2.1.1.210
PWY-7580	1.3.7.6
PWY-8191	1.1.1.418
PWY-6672	4.1.3.26
PWY-6642	1.1.1.337
P261-PWY	1.1.1.337
PWY-5818	1.14.11.52
PWY-7975	3.1.3.73
PWY-5509	3.1.3.73
PWY-6269	3.1.3.73
COBALSYN-PWY	3.1.3.73
PWY-5670	1.14.14.17
ASPARAGINE-BIOSYNTHESIS	6.3.5.4
PWY-6352	2.7.1.137
PWY-7526	1.14.11.38
PWY-762	1.14.19.22
PWY-7166	2.4.1
PWY-6173	4.1.1.22
PWY-7629	2.1.1.M19
PWY0-1479	2.7.7.56
PWY-7106	2.4.1.328
PWY-6614	6.3.2.12
PWY-7799	2.3.1.254
PWY-7800	2.3.1.254
PWY-7477	1.1.1.295
PWY-301	6.2.1
PWY-7754	1.3.1.115
PWY-5526	1.1.1.396
PWY-7253	1.1.1.234
PWY-6823	2.8.1.12
PWY-6550	1.14.12.22
PWY-5344	2.3.1.31
PWY-2467	4.2.1
PWY-2229	4.2.1
PWY-5101	1.1.1
PWY-5660	6.2.1
PWY-842	3.2.1
PWY-8100	2.1.1.128
PWY-7840	2.4.1.241
PWY-6061	2.3.1.65
PWY-7977	1.2.1.11
PWY-8179	1.2.1.11
HOMOSERSYN-PWY	1.2.1.11
PWY-8088	1.2.1.11
PWY-6160	1.2.1.11
DAPLYSINESYN-PWY	1.2.1.11
PWY-7153	1.2.1.11
PWY-5097	1.2.1.11
PWY-2942	1.2.1.11
PWY-2941	1.2.1.11
PWY-6562	1.2.1.11
PWY-6559	1.2.1.11
P101-PWY	1.2.1.11
PWY-7464	2.4.1
PWY-7799	3.4.11.18
PWY-7800	3.4.11.18
PWY-5837	4.2.99.20
PWY-8131	5.3.1.23
PWY-8130	5.3.1.23
PWY-735	1.3.3.6
PWY-6682	2.3.2
PWY-6445	4.2.3.10
PWY-6449	4.2.3.10
PWY-6437	4.2.3.10
PWY-7757	1.14.13.M17
PWY-5672	2.4.1.367
PWY-5672	2.4.1.366
PWY-5534	1.14.13.69
AST-PWY	2.6.1.81
PWY-7259	2.4.1.300
PWY-7695	2.1.1
PWY-762	1.14.19.25
PWY-2582	1.14.14
PWY-5110	2.1.1.7
PWY-8112	4.3.1.32
PWY-5198	4.3.1.32
PWY-8113	4.3.1.32
PWY4FS-4	2.7.8
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4.2.1.163
PWY-6733	6.2.1.3
PWY4FS-11	5.1.3.18
PWY-3101	1.14.20.6
PWY-6787	1.14.20.6
PWY-5390	1.14.20.6
PWY-7384	1.3.5.4
PWY-3041	4.2.3.108
PWY-7842	6.3.2.M1
PWY-6087	1.13.11.M6
