#PathwayID	Number
PWY0-1337	2.3.1.16
PWY-7677	1.14.13
PWY-5313	2.3.1.215
PWY-5284	2.3.1.215
PWY-5321	2.4.1.91
PWY-7173	2.4.1.91
PWY-7172	2.4.1.91
PWY-7137	2.4.1.91
PWY-7129	2.4.1.91
PWY-5390	2.4.1.91
PWY-7094	6.2.1.3
PWY-7150	2.4.1
PWY-722	1.14.13.114
PWY-5995	1.14.19.23
PWY-3981	1.4.3.22
PWY-181	2.6.1.4
PWY-7615	1.14.13
PWY-7880	2.6.1.115
PWY1A0-6120	2.3.1.179
PWY1A0-6120	2.3.1.41
PWY-7388	2.3.1.179
PWY-7388	2.3.1.41
PWY-5971	2.3.1.179
PWY-5971	2.3.1.41
6-HYDROXYCINEOLE-DEGRADATION-PWY	1.14.14.56
PWY-7664	2.3.1.179
PWY-7664	2.3.1.41
PWY-4961	2.5.1.51
PHENOLDEG-PWY	1.1.7.1
PWY-7046	1.1.7.1
PWY-6080	1.1.7.1
PWY-8181	1.1.1.178
PWYG-321	4.2.1.59
PWY66-430	4.2.1.59
PWY-5971	4.2.1.59
NOPALINEDEG-PWY	1.5
PWY-6385	2.4.1.227
PWY-8053	2.3.1.M82
PWY-7667	6.3.2
PWY-6786	1.1.1.54
PWY-5981	2.3.1.274
PWY-7072	4.2.1.123
PWY-8036	2.3.1
PWY-7333	1.1.1
PWY-7673	2.3.1
PWY-6282	1.1.1.100
PWY-6660	1.14.13.182
PWY1A0-6120	1.3.1.9
PWY-5971	1.3.1.9
PWY-8086	6.4.1.1
PWY-6142	6.4.1.1
P42-PWY	6.4.1.1
PWY66-399	6.4.1.1
PWY-6146	6.4.1.1
PWY-7743	2.1.1.M14
PWY-7689	2.3.1
PWY-7230	2.5.1.39
PWY-6892	2.8.1
PWY-5301	1.14.19.M24
PWY-8047	2.3.1
PWYG-321	3.1.3.12
PWY-8179	4.1.99.20
PWY-7153	4.1.99.20
PWY-5037	2.1.1.159
PWY-5039	2.1.1.159
PWY-7932	1.14.19.M18
PWY-7858	1.3.1.9
PWY0-862	1.3.1.9
PWY-7621	3.5.99
PWY-8047	2.3.1.39
PWY-7883	3.1.3.105
PWY-6519	3.1.1.85
PWY-5290	1.14.14.85
PWY-6041	3.1.1.92
PWY-7674	5.3.1.13
PWY-1269	5.3.1.13
PWY-7723	3.1.2.14
PWY1A0-6120	6.2.1.53
PWY66-392	1.13.11.34
PWY-7520	2.6.1.28
PWY-5081	2.6.1.28
PWY-7442	3.5.4.3
PWY-7737	6.3.2
PWY-7783	3.1.4.39
PWY-6799	2.3.1
PWY-6260	1.21.99.3
PWY-6797	3.1.4.56
PWYG-321	1.1.1.M9
PWY-7338	1.3.3.6
PWY-6955	2.1.1
PWY-5469	1
PWY-6258	4.2.3
PWY-5653	2.4.2.19
PWY-5316	2.4.2.19
PWY-7342	2.4.2.19
PYRIDNUCSYN-PWY	2.4.2.19
PWYG-321	1.1.1.M9
PWY-7740	2.7.1.M2
PWYQT-4474	3.4.13.23
PWY-5087	4.2.1.34
PWY-7232	1.14.11
PWY-7724	1.1.1.330
PWY-7619	1.1.1.330
PWY-7602	1.1.1.330
PWY1G-0	2.3.1.189
PWY-3781	7.1.1.8
PWY-7279	7.1.1.8
PWY-7154	1.14.19.20
PWY-5047	1.14.19
PWYG-321	1.3.1.118
PWY-4741	3.5.3.16
PWY-7615	1.1.1
PWY-7045	2.4.1
PWY-2861	2.3.1.115
PWY-7811	2.3.1.M29
PWY-6051	1.7.99
PWY-7130	2.7.1.178
PWY-7130	2.7.1.58
GALACTCAT-PWY	2.7.1.178
GALACTCAT-PWY	2.7.1.58
PWYG-321	2.3.1.294
PWY-7445	3.2.1.31
PWY-7789	5.1.3.38
PWY-83	2.4.1
PWYG-321	1.1.1.M9
PWY-8178	2.2.1.1
P124-PWY	2.2.1.1
CALVIN-PWY	2.2.1.1
PWY-5723	2.2.1.1
NONOXIPENT-PWY	2.2.1.1
P185-PWY	2.2.1.1
PWY-1861	2.2.1.1
P21-PWY	2.2.1.1
PWY-8166	2.3.1
PWY-7340	4.2.1.119
PWY-5477	2.3.1
PWY-6261	2.4.1.17
PWY-7147	1.14.14.46
PWY-6666	2.1.1.327
PWY-5022	1.1.1.61
PWY-5677	1.1.1.61
P164-PWY	3.5.1
PWY-5497	3.5.1
PWYG-321	2.3.1.ds
PWY-8173	1.3.1.9
PWY-7186	2.4.1.128
PWY-7887	2.7.7.100
PWY-7976	1.8.1.18
PWYQT-4471	3.4.19.16
PWY-7498	2.1.1
PWY-7157	2.1.1
PWY-7325	1.14.19.76
PWY-7995	1.14.19.76
PWY-2083	1.14.19.76
PWY-5060	1.14.19.76
PWYG-321	2.3.1.294
PWY-8173	1.3.1.9
PWY0-1337	4.2.1.17
PWY-7412	1.14.13
PWY-6955	2.7.1
PWY-2901	2.4.1
PWYG-321	2.3.1.294
PWY-8174	1.3.1.10
PWY-6401	1.11.2
NONMEVIPP-PWY	2.7.1.148
PWY-7560	2.7.1.148
TRPSYN-PWY	4.1.3.27
PWY-6661	4.1.3.27
PWY-5958	4.1.3.27
PWY-8174	2.3.1.179
PWY-6807	3.2.1.23
PWY-7533	1.8.3.2
PWY-7002	1.13.11.66
PWY-5487	1.13.11.66
PWY-6670	1.3.8
PWY-5499	4.1.1.51
PWY-8175	1.1.1.100
PWY-7748	1.14.14.131
PWY-7561	6.3.2
PWY-8011	2.6.1.45
PWY-1622	2.6.1.45
PWY-181	2.6.1.45
PWY-622	2.4.1.18
CODH-PWY	2.3.1.169
PWY-7784	2.3.1.169
METH-ACETATE-PWY	2.3.1.169
PWY-7687	1.14.13
PWY-782	1.14.19.23
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-7160	2.1.1
PWY-8175	4.2.1.59
PWY-2301	3.1.3.25
PWY3DJ-11470	4.3.2
PWY-7579	4.4.1.33
PWY0-1433	5.1.99.7
PWY-7626	2.6.1
P2-PWY	6.2.1.22
PWY-5994	2.3.1.86
PWY-5994	2.3.1.85
PWY-8179	2.7.7
PWY-7555	2.5.1
PWY-2961	4.2.3.21
PWY-6289	2.7.8.7
PWY-6968	1.14.13.238
PWY-7119	3.1.3
PWY-7832	2.4.1.65
PWY-5046	1.8.1.4
PWY-6061	2.3.1.65
PWY-8152	1.3.8
PWY-6944	1.3.8
PWY-46	3.5.3.1
PWY-6922	3.5.3.1
CITRULBIO-PWY	3.5.3.1
ARGASEDEG-PWY	3.5.3.1
ARG-GLU-PWY	3.5.3.1
ARG-PRO-PWY	3.5.3.1
PWY-4984	3.5.3.1
PWY-822	2.4.1.99
PWY-5872	1.14.99.60
PWY-5857	1.14.99.60
PWY-6708	2.1.1.201
PWY-5870	2.1.1.201
PWY-5261	2.1.1.253
PWY-6280	1.3.99.40
PWY-2541	1.1.1
PWY-8012	2.3.1.M63
PWY-7650	6.3.2
P221-PWY	1.1.99
PWY66-430	1.3.1.39
PWY66-430	1.3.1.10
PWY-7388	1.3.1.39
PWY-7388	1.3.1.10
PWY-3061	1.1.1.208
PWY-6141	1.3.1.101
PWY-7664	1.3.1.9
PWY-782	1.14.19.35
PWY-6515	2.4.1.357
PWY-7161	2.1.1
PWY-5078	1.1.1.1
PWYG-321	1.1.1.100
PWY-5971	1.1.1.100
PWY-5984	1.14.13.M73
PWY-6075	1.14.19.20
PWY-2541	1.14.19.20
PWY-6863	1.1.1
PWY-7669	2.3.1
PWY-8036	2.3.1
PWY-7108	2.1.1.254
PWY-6282	2.3.1.179
PWY-6282	2.3.1.41
PWY1A0-6120	1.3.1.9
PWY-5971	1.3.1.9
PWY-6303	2.1.1.278
PWY-7782	2.7.7.14
PWY4FS-6	2.7.7.14
PWY-7690	6.3.2
PWY-5870	2.1.1.114
PWY-5470	2.1.1.117
PWY-7138	2.1.1.117
PWY-7507	2.1.1.117
PWY-3901	2.1.1.117
PWY-8047	2.1.1
PWY-6820	1.14.14
PWY-7354	2.4.1.327
PWY-7694	1.2.98
PWY-6289	2.3.2
PWY-8029	1.1.1
PWY-6722	2.1.3.15
PWY-4381	2.1.3.15
PWY0-1264	2.1.3.15
PWY-5744	2.1.3.15
PWY-5743	2.1.3.15
PWY-5789	2.1.3.15
PWY-7662	4.2.1.111
PWY-7999	1.17.4.4
PWY-6760	4.2.1.141
PWY-8020	4.2.1.141
PWY-5519	4.2.1.141
PWY66-374	1.1.1.141
PWY-7525	1.14.19.71
PWY0-166	1.1.98.6
PWY-7187	1.1.98.6
PWY-7690	2.3.1
PWY-762	1.14.19.22
PWYG-321	2.3.1.86
PWY3O-355	2.3.1.86
PWY-6525	2.4.1
PWY-7168	2.3.1
PWY-7949	1.23.5
PWY-7230	4.1.1
PWY3O-19	4.1.1
PWY-7710	2.3.3.14
LYSINE-AMINOAD-PWY	2.3.3.14
P241-PWY	2.3.3.14
PWY-3081	2.3.3.14
PWY1A0-6120	2.3.1
PWY-7631	2.1.1
PWY-5207	1.12.98.3
PWY0-321	2.3.1.223
PWY-7769	2.3.1
PWY-6322	2.3.1
PWY-7058	2.1.1
PWY-6818	2.3.1.270
ENTBACSYN-PWY	2.7.8.7
PWY-3041	4.2.3.120
PWY-5423	4.2.3.120
PWYG-321	2.3.1.293
PWY-6978	2.1.1
PWY-7741	3.1.2.M1
PWY-8058	1.1.1.M55
PWY4FS-3	2.7.7.57
PWYG-321	1.3.1.118
ASPASN-PWY	3.5.1.38
ASPASN-PWY	3.5.1.1
ASPARAGINE-DEG1-PWY-1	3.5.1.38
ASPARAGINE-DEG1-PWY-1	3.5.1.1
ASPARAGINE-DEG1-PWY	3.5.1.38
ASPARAGINE-DEG1-PWY	3.5.1.1
PWY-7462	1.13.11.an
PWY-7465	1.13.11.an
PWY-7800	2.3.1.256
PWY-7724	4.2.1.134
PWY-7619	4.2.1.134
PWY-7602	4.2.1.134
PWY-7888	2.1.1.229
PWY-6829	2.1.1.229
PWY-5996	1.14.19.1
PWY-7363	2.1.1
PWYG-321	2.1.1.79
PWY-735	4.2.1
PWY-6681	1.2.1.82
PWY-7019	6.2.1.39
PWY-8031	1.3.3.8
PWY-7646	4.2.2.20
PWY-7646	4.2.2.19
PWY-7170	1.3.7.4
PWY-7309	3.5.5.7
PWY-7755	1.1.1.391
PWYG-321	2.3.1
PWY-5759	1.14.14
AST-PWY	3.5.3.23
PWY-7811	2.3.1.260
PWY-7550	2.1.1.44
PWY-7255	2.1.1.44
PWY-5963	2.8.1.9
PWY1ZNC-1	1.8.4.8
SO4ASSIM-PWY	1.8.4.8
PWY-5427	1.14.12.12
PWYG-321	1.1.1.100
PWY4FS-12	2.7.7.69
PWY-5410	4.2.1.M19
PWY-5410	4.2.1.M17
PWY-1121	6.2.1.3
PWY-321	6.2.1.3
PWY-6733	6.2.1.3
PWY-7904	2.8.1.15
PWY-7905	2.4.1.371
PWY-6745	2.3.2.15
PWY-7565	1.14.19
PWYG-321	6.2.1
14DICHLORBENZDEG-PWY	1.14.12.26
PWY-7839	2.4.99.9
PWY0-1337	1.1.1.35
PWY-6083	1.3.1.119
PWY-7470	2.3.1
PWYG-321	1.1.1.100
PWY-8173	4.2.1.59
PWY-5877	1.1
PWY-7888	2.8.1
PWY-7289	2.5.1.113
PWY-8133	2.4.1
PWY-6307	1.1.1.2
PWY-6683	1.8.4.10
PWYG-321	1.1.1.M9
PWY-7443	4.2.3.20
PWY-2381	1.7.1
PWY-8173	1.3.1.10
PWY-7760	3.1.1.100
PWY-7758	3.1.1.100
PWY-7759	3.1.1.100
PWY-7736	2.5.1.81
PWY-7720	2.5.1.81
PWY1ZNC-1	2.7.7.4
PWY-6683	2.7.7.4
DISSULFRED-PWY	2.7.7.4
SULFMETII-PWY	2.7.7.4
PWY-5340	2.7.7.4
PWY-5278	2.7.7.4
PWY-7431	1.4.99
PWY-7259	2.4.1.300
PWY-7695	1.14.13
PWY-782	1.14.19.35
PWYG-321	1.1.1.M9
PWY-6544	1.14.14
PWY-7171	2.3.1
PWY-8174	4.2.1.59
PWY-5074	4.1.3.4
LEU-DEG2-PWY	4.1.3.4
PWY66-367	4.1.3.4
PWY-7636	1.1.99
PWY-7300	1.14.99.22
PWY-699	1.14.14
PWY1A0-6120	2.3.1
PWY-5672	1.14.14.126
PWY-8174	1.3.1.9
PWY-7570	6.3.2
PWY-7091	3.2.1.21
PWY-3121	3.2.1.21
PWY-7983	2.3.1
PWY-6420	1.3.3.11
PWY-6091	1.14.12.26
PWY-5450	1.14.12.3
PWY-8175	1.3.1.10
PWY-7483	2.1.1
PWY-5887	4.2.3.37
PWY-5994	2.3.1.86
PWY-5994	2.3.1.85
PWY-7754	4.2.1.106
PWY-8175	3.1.2.14
PWY-7270	4.4.1.14
ETHYL-PWY	4.4.1.14
P561-PWY	1.14.13.247
PWY-7760	2.1.1.333
PWY-7759	2.1.1.333
PWY-5644	1.2.1.32
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-5534	1.1.1.268
PWY-7698	1.14.13.M67
PWY-7986	3.13.1
PWY-8077	2.1.1
THIOREDOX-PWY	1.8.1.9
PWY66-221	2.4.1.17
CO2FORM-PWY	2.1.1.90
PWY-5129	2.4.1
PWY-5748	1.1.99
PWY-5067	2.4.1.186
PWY-6722	2.3.1
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.258
PWY-5362	1.14.19.26
NONMEVIPP-PWY	1.1.1.267
PWY-7560	1.1.1.267
PWY-8012	1.13.12.M4
PWY-7656	1.3.8.9
PWY-7654	1.3.8.9
PWY66-398	1.2.1.ak
PWY-5690	1.2.1.ak
TCA	1.2.1.ak
CODH-PWY	2.1.1.258
PWY66-430	1.3.1.39
PWY66-430	1.3.1.10
PWY-7388	1.3.1.39
PWY-7388	1.3.1.10
PWY-8024	1.14.14.165
PWY-5154	2.1.3.9
PWY-7664	4.2.1.59
PWY-5283	1.1.99.39
PWY-7746	3.1.2.14
PWY-5971	3.1.2.14
PWY-2201	6.3.3.2
1CMET2-PWY	6.3.3.2
PWY-3841	6.3.3.2
PWY-8035	1.14.15.M14
P641-PWY	4.99.1.2
PWY-7670	6.3.2
PWY-6545	2.1.1.148
TEICHOICACID-PWY	2.4.1.52
PWY-7115	1.1.1.38
PWY-7118	1.1.1.38
GLUCONEO-PWY	1.1.1.38
PWY-7686	1.1.1.38
PWY-3641	1.1.1.38
PWY-7384	1.1.1.38
PWYG-321	1.1.1.100
PWY-5989	1.1.1.100
PWY-6433	1.14.18.4
PWY-7703	1.14.13.M11
PWY-8038	2.3.1.M75
PWY-6572	4.2.2.20
PWY-6572	4.2.2.5
PWY-6282	1.3.1.9
PWY-7356	2.7.1.49
PWY-6910	2.7.1.49
PWY-7357	2.7.1.49
PWYG-321	1.3.1.9
PWY-5971	1.3.1.9
PWY-8026	1.1.1.270
PWY66-3	1.1.1.270
PWY-8040	2.3.1.M77
PWY-7692	2.3.1
PWY-6316	2.3.1
PWY0-1309	3.5.1.105
PWY-7077	2.7.1
PYRUVDEHYD-PWY	1.8.1.4
PWY-7573	2.6.1
PWY-3385	3.1.3.75
PWY-8047	2.3.3.M3
PWY-7106	2.3.1.94
PWY-7696	2.3.1
PWY-7512	1.14.14.172
PWY-6104	1.2.1.28
PWY-8049	1.14.13
PWY-6622	1.2.1.80
PWY-7461	2.3.1.132
PWY-6855	3.2.1
PWY-7733	6.2.1.af
PWY-7734	6.2.1.af
PWY-6692	1.16.9.1
PWY-7090	5.1.3.23
PWYG-321	4.2.1.M2
PWY-5666	2.4.1
PWY-7769	2.3.1
PWY-6897	2.7.1.50
PWY-7356	2.7.1.50
PWY-7357	2.7.1.50
PWY3O-6	1.1.3.37
PWYG-321	1.1
PWY-7706	3.1.2
PWYQT-4476	3.5.5.1
PWY-581	3.5.5.1
PWY-5026	3.5.5.1
PWY-7791	1.3.1.14
PWYG-321	1.1.1.M9
PWY-5140	1.21.99
PWY0-301	4.1.1.85
PWY-6961	4.1.1.85
PWY-101	1.18.1.2
PWYG-321	1.1.1.M9
P181-PWY	1.5.3.19
PWY66-366	2.7.7.2
PWY-6168	2.7.7.2
PWY-6167	2.7.7.2
RIBOSYN2-PWY	2.7.7.2
PWY-7800	2.3.1.255
PWY-8069	5.5.1.35
PWY-6116	3.1.3.79
PWY-6708	4.1.1.98
PWYG-321	1.3.1.118
PWY-7484	1.14.14
PWY-7807	4.7.1.1
PWY-7045	4.2.1
PWY-5958	2.3.1.159
PWY0-1337	1.1.1.35
PWY-6863	1.1.1.35
PWY-7396	1.1.1.85
PWYG-321	2.1.1
PWY-8037	4.1.1
PWY-2661	5.4.99.15
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.99.18
PWY-5436	4.1.2.48
PWY-5436	4.1.2.5
GLYSYN-THR-PWY	4.1.2.48
GLYSYN-THR-PWY	4.1.2.5
PWY-6765	1.12.1.3
PWY-6512	1.12.1.3
PWYG-321	6.2.1
PWY-7285	2.1.1
PWY-5027	1.6.5.12
PWY-1901	1.21.3.6
PWY0-1584	7.1.1.8
PWY-6574	6.3.2
PWY-7968	2.4.2.21
PWY66-375	3.4.13.19
PWY-7674	3.1.3.45
PWY-1269	3.1.3.45
PWYG-321	2.3.1.86
PWY-8173	1.1.1.100
PWY-7899	6.2.1.64
PWY-7089	4.1.2
PWY-7352	2.3.1
PWY-7354	2.3.1
PWY-7049	1.1.1.330
PWY-6958	1.1.1.330
PWY-7962	6.3.1.10
PWY-6269	6.3.1.10
PWY-7972	6.3.1.10
PWY-5084	1.2.4.2
PWYG-321	4.2.1.M2
PWY-8173	1.3.1.10
PWY-6129	1.3.1.94
PWY-6585	3.1.2
PWY-7491	2.4.1
PWY-7812	2.1.1.335
PWY-1186	1.1.1
PWY-5927	6.2.1
PWY-5924	6.2.1
PWYG-321	4.2.1.M2
PWY-7782	2.3.1.42
PWY-8174	2.3.1.179
PWY-7400	6.3.2.M4
PWY-7769	2.3.3.18
PWY-6322	2.3.3.18
PWY-8041	1.3.1.93
P621-PWY	1.2.1.63
CYCLOHEXANOL-OXIDATION-PWY	1.2.1.63
PWY-8178	5.1.3.1
P124-PWY	5.1.3.1
P122-PWY	5.1.3.1
CALVIN-PWY	5.1.3.1
PWY-5723	5.1.3.1
NONOXIPENT-PWY	5.1.3.1
P185-PWY	5.1.3.1
PWY-1861	5.1.3.1
P21-PWY	5.1.3.1
PWY-5710	2.6.1.119
PWY-8175	1.1.1.100
TOLUENE-DEG-2-OH-PWY	1.14.13.243
PWY-5651	1.13.11.6
PWY-5647	1.13.11.6
PWY-6505	1.13.11.6
PWY-6309	1.13.11.6
PWY-7547	6.2.1.53
PWY-7287	2.1.1.284
PWY-7730	2.3.1
PWY-8089	5.3.1.j
PWY-5399	2.4.1
PWY66-423	2.7.1.105
PWY-8175	4.2.1.59
PWY-7845	1.14.15.20
PWY-5915	1.14.15.20
PWY-7579	1.14.15.20
PWY-7580	1.14.15.20
PWY-5917	1.14.15.20
PWY-7578	1.14.15.20
PWY-7170	1.14.15.20
PWY-7563	6.3.2
PWY-5725	4.2.3
TOLUENE-DEG-DIOL-PWY	1.14.12.11
PWY-7287	2.1.3.12
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-7730	3.1.1
PWY-8093	3.1.1.ai
PWY-8173	3.1.2.14
PWY-7189	4.2.1.M14
PWY-7117	4.1.1.49
GLUCONEO-PWY	4.1.1.49
PWY-561	4.1.1.49
PWY66-381	1.14.15.4
PWY-5651	1.14.13.9
PWY-7765	1.14.13.9
PWY-7717	1.14.13.9
PWY-6309	1.14.13.9
PWY-5994	2.3.1
PWY-7919	3.2.1.207
PWY-7918	3.2.1.207
2OXOBUTYRATECAT-PWY	3.1.2.18
PWY-5997	1.14.19.25
ORNDEG-PWY	2.6.1.82
PWY-6440	2.6.1.82
PWY-2	2.6.1.82
PWY-6999	1.14.13.178
PWY-5028	3.5.3.13
PWY-6459	2.3.2.16
PWY-6143	2.6.1.92
PWY-5247	2.1.1.247
PWY-7817	2.7.7.41
PWY0-1319	2.7.7.41
PWY-5981	2.7.7.41
PWY-5667	2.7.7.41
PWY-7495	2.4.1.237
PWY-1381	1.14.12
PWY-5367	2.3.1.179
PWY-3301	2.3.1.92
PWY-8012	3.1.2.M5
PWY-7405	1.14.13
PWY-8151	1.2.1
PWY-7659	2.3.1
PWY-6710	1.14.14.M33
KDO-NAGLIPASYN-PWY	2.3.1.243
PWY-8042	6.2.1.M34
PWY-7052	6.3.2.29
PWY66-430	1.3.1.39
PWY66-430	1.3.1.10
PWY-7771	3.1.3
PWY-7663	1.1.1.100
PWY-5499	1.14.13.242
PWY-7820	2.7.8.40
PWY-5367	1.1.1.100
PWY-5407	4.2.1.92
PWY-8035	1.14.13.M73
PWY-7191	2.4.1
PWY-7671	2.3.1
PWY66-389	6.2.1.3
PWY66-430	2.3.1.41
PWY-7919	3.2.1.113
PWY-8038	1.14.13.M73
PWY-7683	1.7.2
PWY-8040	2.3.2.v
PWY-7000	2.4.1.301
PWY-6	2.7.1.52
PWY-6464	1.1.2.6
PWY-7857	2.5.1.137
PWY-7696	2.3.1
PWY-6519	1.1.1.100
PWY-1581	2.5.1.117
PWY-5930	4.2.3.36
PWY-1782	2.4.1.121
PWY-1741	2.4.1.121
PWY-6919	1.14.11.35
PWY-6915	1.14.11.35
PWY-8152	1.3.99
PWY-6546	2.8.2.M2
PWY-1121	1.2.1
PWY-7222	1.1.98.6
PWY-8192	2.4.1.60
PWY-6753	3.5.4.31
PWY-8075	2.3.1.241
PWY-7735	2.3.1
PWY66-373	2.7.1.28
P281-PWY	1.14.13.58
PWY66-374	1.11.1.20
PWY-7719	2.6.1.34
PWYG-321	1.1.1.M9
PWY-6036	2.3.1.M87
PWY-5412	1.14.13
PWY-6032	1.14.14
PWY-6593	1.2.1.81
PWY-7742	3.1.2.M1
PWY-5079	4.1.1.43
ANAPHENOXI-PWY	4.1.1.43
PWY-6807	3.2.1.51
PWY66-395	1.13.11
PWYG-321	1.1
PWY-5515	1.1.1.10
PWY-5525	1.1.1.10
PWY-7656	1.2.1.84
PWY-8108	2.1.1.hi
PWY-7679	2.3.1
PWY-5139	2.3.1
PWY-7105	4.4.1
PWY-7599	1.14.13
PWY-6842	3.4.19.13
PWY-4061	3.4.19.13
PWY-7000	2.4.1.301
PWY-7782	1.14.19.77
PWY-6984	2.3.1.200
CODH-PWY	1.2.7.4
PWY-7784	1.2.7.4
PWY-6780	1.2.7.4
PWY-5372	1.2.7.4
METH-ACETATE-PWY	1.2.7.4
PWY-7754	6.2.1.7
PWY-7511	2.3.2.23
PWYG-321	1.3.1.118
PWY-7818	2.3.1.M32
PWY-1801	4.4.1.22
PWY-5950	4.1.99.16
PWY-7435	2.4.1.148
PWY-7800	2.3.1.255
PWY-6920	1.3.3.6
PWY-7415	2.4.1.318
PWY-6339	2.1.1.341
PWY-6572	3.2.1.179
PWY-7646	3.2.1.179
PWY-8042	2.3.1.298
PWYG-321	4.2.1.M1
VALSYN-PWY	1.1.1.86
PWY-7111	1.1.1.86
PWY-3161	1.13.12.3
PWY-5660	1.14.14.106
PWY-7716	2.3.1
PWY-5421	1.14.13
PWYG-321	2.1.1.79
P562-PWY	3.7.1.22
PWY-8014	4.2.1.175
PWY-7618	1.14.18.4
PWY66-397	3.3.2
PWY-6132	5.4.99.7
PWY-7658	2.4.1
PWY-7920	2.4.1.143
PWY-7426	2.4.1.143
PWYG-321	6.2.1
PWY-7725	4.2.1.134
PWY-7601	4.2.1.134
PWY-6598	4.2.1.134
PWY-8173	2.3.1.dr
PWY-4203	2.1.1.273
PWY-7009	1.13.11
PWY-7878	2.3.1.277
PWY-6397	5.4.99.9
PWY-7622	5.4.99.9
PWY-7328	5.4.99.9
OANTIGEN-PWY	5.4.99.9
PWYG-321	2.3.1.86
PWY-8173	2.3.1.179
PWY-6567	2.8.2.5
PWY-5955	4.2.1.143
PWY-7382	2.8.3
PWY-7088	2.4.1.178
PWY-6944	1.14.15.30
PWY66-429	2.3.1.41
PWY66-429	2.3.1.179
FASYN-INITIAL-PWY	2.3.1.41
FASYN-INITIAL-PWY	2.3.1.179
PWY-7419	4.1.1
PWYG-321	5.3.3.14
PWY-6342	1.4.3.4
PWY-7177	3.6.1.5
PWY-8174	4.2.1.59
PWY-7820	2.4.1
PWY-5154	2.6.1.11
ARGSYNBSUB-PWY	2.6.1.11
GLUTORN-PWY	2.6.1.11
PWY-6184	1.14.13.1
PWYG-321	1.1.1
PWY-5757	1.11.1.23
PWY-5049	1.14.16.2
PWY66-301	1.14.16.2
PWY-5394	1.14.16.2
PWY-8030	1.14.19.65
PWY-5287	1.14.19.65
PWYG-321	1.3.1.118
PWY-7303	2.5.1.111
PWY-7728	1.14.19
PWY-8174	1.3.1.9
PWY-6627	4.1.1
PWY-7186	1
LIPASYN-PWY	3.1.1.4
PWY-6803	3.1.1.4
PWY-7982	3.1.1
PWY3O-355	2.3.1.86
PWY-7661	2.1.1
PWY-8175	1.3.1.10
PWY-5176	3.2.1.21
PWY18C3-7	4.2.3
PWY-7547	4.2.1
PWY1A0-6120	4.2.1.59
PWY66-430	4.2.1.59
PWY-7388	4.2.1.59
PWY-5971	4.2.1.59
PWY-6453	2.3.1.15
PWY-6949	2.4.1.202
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-7015	2.4.2.49
PWY-8175	2.3.1.179
PPGPPMET-PWY	2.7.6.5
PWY-6483	3.5.1.23
PWY-5903	2.3.1
PWY0-1264	6.3.4.14
PWY-5744	6.3.4.14
PWY-5743	6.3.4.14
PWY-5789	6.3.4.14
PWY-5994	2.3.1.85
PWY-5994	2.3.1.86
PWY-5972	4.2.1.119
PWYG-321	2.3.1.86
PWY-6946	1.1.1
PWY-6945	1.1.1
PWY-6948	1.1.1
PWY-7421	2.4.1.277
PWY-7587	1.14.19.28
PWY-8044	1.3.1.120
PWY-6190	1.13.11
PWY-7779	1.14.13.M36
CODH-PWY	1.5.7.1
PWY-5770	5.3.3.17
PWY-7953	6.3.2.10
PWY-6387	6.3.2.10
PWY-8184	1.2.7.7
PWY-5108	1.2.7.7
PWY-6451	4.2.3.107
PWY-5423	4.2.3.107
PWY-6636	4.1.1.91
PWY-5250	2.1.1.250
PWY-8012	2.3.1.M62
PWY66-201	2.4.1.17
NAGLIPASYN-PWY	2.4.1.182
PWY-7665	6.3.2
PWY-5196	6.3.5.12
GLUDEG-II-PWY	1.12.7.2
PWY-6780	1.12.7.2
PWY-6785	1.12.7.2
PWY4LZ-257	1.12.7.2
PWY-6759	1.12.7.2
PWY18C3-9	2.3.1
PWY-699	1.14.99
PWY-7606	1.3.1.93
PWY-7866	1.8.98.4
PWY-7664	1.1.1.100
PWY-5674	1.9.6.1
PWY0-1584	1.9.6.1
PWY1A0-6120	4.2.1.59
PWY66-430	4.2.1.59
PWY-7664	4.2.1.59
PWY-5971	4.2.1.59
PWY-5978	2.6.1.M10
PWY-8032	6.2.1
PWY-6936	2.1.1.14
PWY-7665	6.3.2
PWY-5956	4.1.1
CENTFERM-PWY	1.2.7.1
PWY-6583	1.2.7.1
GLUDEG-II-PWY	1.2.7.1
PWY-8189	1.2.7.1
PWY-6863	1.2.7.1
PWY-6142	1.2.7.1
PWY-5497	1.2.7.1
PWY-5392	1.2.7.1
P42-PWY	1.2.7.1
P23-PWY	1.2.7.1
NPGLUCAT-PWY	1.2.7.1
PWY-6876	1.2.7.1
PWY-6588	1.2.7.1
P142-PWY	1.2.7.1
PWY-6587	1.2.7.1
PWY-5493	1.2.7.1
PWY-5600	1.2.7.1
PWY-5538	1.2.7.1
PWY-5483	1.2.7.1
PWY-7131	2.7.7.82
PWY-6749	2.7.7.82
PWY-5973	3.1.2.14
PWY-5984	6.2.1.al
PWY-7671	6.2.1
PWY-6113	2.3.1.86
